line,src_span_toks,tgt_span_toks,src_span_start,src_span_end,tgt_span_start,tgt_span_end
1677,"['Hong', 'Kong']","['香', '港']",9,10,8,9
1677,['1997'],['。'],22,22,32,32
1678,"['Hong', 'Kong']","['香', '港']",3,4,3,4
1678,['second'],['二'],7,7,10,10
1679,"['Hong', 'Kong']","['香', '港']",3,4,6,7
1680,"['Hong', 'Kong']","['香', '港']",11,12,15,16
1681,"['billion', 'US', 'dollars']","['亿', '美', '元']",45,47,64,66
1681,"['Hong', 'Kong']","['香', '港']",27,28,11,12
1681,"['2.094', 'billion', 'US', 'dollars']","['四', '亿', '美', '元']",35,38,50,53
1681,"['Hong', 'Kong']","['香', '港']",58,59,11,12
1681,"['January', 'to', 'November', 'of', 'last', 'year']","['一', '至', '十', '一', '月']",1,6,2,6
1681,"['21,153']",['三'],49,49,82,82
1681,"['1,474']","['一', '千', '四']",11,11,33,35
1683,"['1.4', 'million']","['一', '百', '四', '十', '万']",18,19,22,26
1683,"['80', 'million', 'US', 'dollars']","['八', '千', '万', '美', '元']",6,9,7,11
1684,"['255', 'million', 'US', 'dollars']","['亿', '美', '元']",37,40,44,46
1684,['ten'],['十'],8,8,30,30
1684,"['all', 'of', 'last', 'year']","['一', '年']",1,4,2,3
1684,['Hitachi'],"['日', '立']",14,14,6,7
1685,['Pudong'],"['浦', '东']",35,35,33,34
1686,['102'],['个'],23,23,27,27
1686,['50'],['国'],33,33,42,42
1686,['52'],['五'],28,28,37,37
1688,['first'],['首'],4,4,16,16
1690,"['7.8', 'million']","['七', '百', '八', '十', '万']",9,10,11,15
1690,"['the', 'previous', 'year']","['上', '年']",35,37,40,41
1690,"['12', 'billion', 'yuan']","['十', '亿', '元']",23,25,33,35
1690,"['Great', 'Wall']","['长', '城']",4,5,0,1
1690,"['the', 'year']",['年'],20,21,19,19
1690,"['17.6', '%']","['七', '点', '六']",31,32,55,57
1690,"['66', '%']","['六', '十', '六']",28,29,47,49
1692,['China'],['中'],32,32,27,27
1692,"['the', 'FAW', 'Group', 'Corporation']",['司'],27,30,36,36
1693,['four'],['四'],9,9,38,38
1693,['FAW'],"['一', '汽']",6,6,3,4
1694,['26'],['六'],32,32,43,43
1694,['FAW'],"['一', '汽']",16,16,19,20
1695,['fourteen'],['十'],18,18,34,34
1695,['twelve'],['十'],8,8,16,16
1695,['eleven'],['十'],14,14,25,25
1695,['FAW'],"['一', '汽']",2,2,3,4
1695,['35'],['三'],4,4,8,8
1695,"['more', 'than', '240']","['二', '百', '四', '十', '多']",24,26,43,47
1696,['FAW'],['，'],13,13,9,9
1697,"['the', 'FAW', 'Group']",['团'],6,8,3,3
1699,['Customs'],"['海', '关']",3,3,0,1
1700,['Customs'],"['海', '关']",8,8,10,11
1701,['State'],['国'],15,15,10,10
1701,"['Gan', 'Luo']","['李', '岚', '清']",17,18,6,8
1701,"['Lanqing', 'Li']","['李', '岚', '清']",12,13,6,8
1701,"['the', 'State', 'Department']","['国', '务', '委', '员']",9,11,10,13
1701,"['Guanlin', 'Qian']","['钱', '冠', '林']",23,24,18,20
1703,['1080'],['户'],35,35,56,56
1703,['2500'],['百'],13,13,25,25
1703,['1989'],['，'],23,23,31,31
1705,['State'],['国'],6,6,6,6
1705,['1997'],['，'],1,1,5,5
1706,['three'],['三'],11,11,2,2
1706,['State'],['国'],25,25,26,26
1706,['State'],['国'],6,6,9,9
1706,"['more', 'than', '70', 'percent']","['百', '分', '之', '七', '十']",19,22,31,35
1707,"['last', 'year']","['去', '年']",12,13,9,10
1707,['State'],['国'],34,34,46,46
1707,"['about', '130', 'billion', 'yuan']","['一', '千', '三', '百', '亿']",15,18,22,26
1707,['State'],['地'],21,21,32,32
1708,"['90', 'percent']","['九', '成']",39,40,42,43
1708,"['over', '50', 'percent']","['过', '了', '九', '成']",28,30,40,43
1709,"['this', 'year']","['今', '年']",10,11,22,23
1711,['1997'],['年'],12,12,8,8
1712,"['last', 'year']",['年'],14,15,13,13
1713,"['the', 'whole', 'year']","['全', '年']",11,13,0,1
1714,['State'],['国'],4,4,0,0
1719,"['last', 'year']",['年'],16,17,12,12
1719,"['2', '%']",['二'],10,11,18,18
1720,['ten'],['十'],16,16,16,16
1720,"['14.6', '%']","['四', '点']",29,30,36,37
1720,"['32.3', '%']","['三', '十', '二', '点']",32,33,43,46
1721,"['1.1', '%']","['一', '点']",15,16,18,19
1721,"['9.2', '%']","['九', '点']",18,19,25,26
1723,"['1.6', '%']","['一', '点']",29,30,33,34
1723,"['10.3', '%']","['十', '点']",32,33,40,41
1724,['1.7'],"['一', '点', '七']",33,33,49,51
1724,"['21.9', '%']","['七', '倍']",30,31,51,52
1725,"['10', '%']","['百', '分']",28,29,41,42
1725,"['19.2', '%']","['九', '点', '二']",31,32,50,52
1727,"['last', 'year']","['上', '年']",19,20,21,22
1727,"['6.8354', 'trillion', 'yuan']","['四', '万', '亿', '元']",7,9,15,18
1727,"['10.7', '%']","['十', '点']",13,14,28,29
1729,"['370,000']","['三', '十', '七', '万']",14,14,12,15
1729,"['the', 'same', 'period', 'last', 'year']","['上', '年']",34,38,44,45
1729,"['January', 'to', 'November']","['一', '至', '十']",1,3,0,2
1729,"['3.4', '%']","['三', '点']",28,29,50,51
1729,"['89.4', '%']","['八', '十', '九', '点']",25,26,37,40
1730,"['the', 'State', 'Statistical', 'Bureau']","['国', '家', '统', '计', '局']",3,6,0,4
1730,"['last', 'year']","['去', '年']",9,10,10,11
1732,"['recent', 'years']","['近', '年']",1,2,0,1
1732,"['the', 'New', 'York', 'Stock', 'Exchange']",['所'],19,23,33,33
1733,"['5', 'years', 'ago']","['５', '年', '前']",24,26,28,30
1733,"['the', 'New', 'York', 'Stock', 'Exchange']","['在', '纽', '约', '证']",10,14,6,9
1733,"['more', 'than', '340']",['达'],17,19,20,20
1734,"['almost', '50']","['近', '５']",19,20,21,22
1734,"['the', 'New', 'York', 'Stock', 'Exchange']","['在', '纽', '约', '证']",13,17,4,7
1735,['US'],['美'],18,18,11,11
1735,['US'],['美'],30,30,31,31
1735,"['the', 'New', 'York', 'Stock', 'Exchange']","['纽', '约', '证', '交', '所']",35,39,42,46
1736,"['60', 'billion', 'US', 'dollars']","['６', '０', '０', '亿', '美']",17,20,30,34
1736,['1992'],['，'],22,22,12,12
1736,"['the', 'New', 'York', 'Stock', 'Exchange']","['在', '纽', '约', '证']",10,14,17,20
1737,['US'],['美'],39,39,43,43
1737,"['Wall', 'Street']","['华', '尔', '街']",4,5,1,3
1737,"['the', 'New', 'York', 'Stock', 'Exchange']","['纽', '约', '证', '交', '所']",12,16,18,22
1738,"['New', 'York']","['纽', '约']",20,21,24,25
1740,"['5.4', '%']","['五', '点']",69,70,106,107
1740,"['January', 'to', 'November', 'in', '1997']","['月', '份', '，']",6,10,16,18
1740,"['21.33', '%']","['二', '十', '一', '点']",47,48,82,85
1740,"['33.52', '%']","['三', '十', '三', '点']",28,29,56,59
1740,"['the', 'same', 'period', 'last', 'year']","['比', '上', '年']",32,36,35,37
1740,"['15.39', '%']","['五', '点']",25,26,48,49
1740,"['the', 'same', 'period', 'last', 'year']","['上', '年']",50,54,36,37
1741,['China'],['中'],8,8,0,0
1741,"['successive', 'years']","['连', '年']",13,14,10,11
1741,['1997'],['年'],21,21,19,19
1742,['China'],['国'],20,20,21,21
1742,"['previous', 'years']","['前', '几', '年']",12,13,9,11
1743,['China'],['中'],28,28,21,21
1743,"['the', 'beginning', 'of', 'this', 'year']",['年'],3,7,4,4
1744,['China'],['华'],14,14,17,17
1746,['Chongqing'],"['重', '庆']",22,22,19,20
1746,"['the', 'China', 'National', 'Petroleum', 'Corporation']",['司'],28,32,41,41
1746,"['the', 'China', 'National', 'Petroleum', 'Corporation']",['司'],3,7,9,9
1746,"['Binggang', 'Zhu']",['朱'],9,10,13,13
1746,"['a', 'few', 'days', 'ago']","['日', '前']",13,16,16,17
1747,['three'],['三'],4,4,12,12
1747,['14'],['十'],24,24,24,24
1747,['40'],['十'],21,21,31,31
1747,['40'],['十'],16,16,40,40
1749,['Nanchang'],"['南', '昌']",1,1,0,1
1749,['Jiangxi'],"['江', '西']",26,26,33,34
1750,['Shanghai'],['海'],30,30,30,30
1750,['Guangzhou'],['州'],26,26,26,26
1750,"['Jiangxi', 'province']","['赣', '省']",18,19,8,9
1751,"['30,000']","['三', '万']",48,48,58,59
1751,"['over', '4700', 'square', 'meters']","['多', '平', '方', '米']",26,29,30,33
1751,['128'],['八'],32,32,44,44
1751,['Jiangxi'],['江'],21,21,14,14
1751,['Jiujiang'],"['赣', '北', '九', '江']",15,15,11,14
1752,['Nanchang'],"['南', '昌']",5,5,4,5
1753,"['Jiangxi', 'province']","['江', '西', '省']",24,25,17,19
1753,"['the', 'Beijing', '-', 'Kowloon', 'railroad']",['路'],27,31,24,24
1755,['Zhejiang'],['浙'],23,23,12,12
1755,['Shanghai'],['沪'],25,25,14,14
1755,"['more', 'than', 'twenty']","['到', '二', '十']",31,33,26,28
1755,['three'],['三'],18,18,15,15
1755,['Jiangsu'],['苏'],21,21,10,10
1756,['Jiangxi'],"['江', '西']",5,5,2,3
1757,['China'],['国'],6,6,6,6
1757,"['the', 'next', 'two', 'years']","['后', '两', '年']",1,4,1,3
1757,"['2400', 'kilometers']","['二', '千', '四', '百', '公']",9,10,14,18
1757,"['more', 'than', '160']","['一', '百', '六', '十', '多']",17,19,36,40
1759,['China'],['中'],16,16,19,19
1759,['China'],['中'],35,35,36,36
1759,"['year', 'end']","['年', '底']",23,24,30,31
1759,"['last', 'year']","['去', '年']",17,18,3,4
1759,"['more', 'than', '170']","['一', '百', '七', '十']",41,43,50,53
1760,['China'],['中'],14,14,18,18
1761,"['Southeast', 'Asian']","['东', '南', '亚']",26,27,32,34
1762,"['Southeast', 'Asia']","['东', '南', '亚']",19,20,15,17
1764,['Wuhan'],"['武', '汉']",4,4,4,5
1765,"['the', 'Wuhan', 'Tianhe', 'Airport']",['场'],3,6,8,8
1766,['third'],['三'],1,1,2,2
1766,"['the', 'Yangtze', 'Rive']","['江', '三', '桥']",4,6,1,3
1767,"['1.8', 'million']","['一', '百', '八', '十', '万']",11,12,9,13
1769,"['1.6', 'million', 'tons']","['一', '百', '六', '十', '万']",26,28,26,30
1769,"['the', 'Qinghai', 'Oil', 'Field']",['田'],6,9,3,3
1769,"['the', 'New', 'Year']",['年'],11,13,5,5
1769,"['the', 'end', 'of', 'December', 'of', '97']","['至', '九']",16,21,12,13
1770,"['almost', '8', 'million', 'tons']","['近', '八', '百', '万', '吨']",21,24,34,38
1770,['1954'],['探'],6,6,7,7
1770,"['more', 'than', '15.5', 'million', 'tons']","['万', '吨']",8,12,27,28
1771,"['the', 'Chaidamu', 'Basin']",['地'],17,19,19,19
1771,"['nearly', '4.2', 'billion', 'tons']","['四', '十', '二', '亿', '吨']",9,12,27,31
1772,"['more', 'than', '200', 'million', 'tons']","['量', '两', '亿', '多', '吨']",10,14,16,20
1772,"['more', 'than', '150', 'billion', 'cubic', 'meters']","['百', '亿', '立', '方', '米']",20,25,32,36
1772,['22'],['个'],6,6,9,9
1773,['fourth'],['四'],15,15,23,23
1773,['second'],['次'],4,4,4,4
1773,['Tarim'],"['塔', '里', '木']",11,11,13,15
1773,['Sichuan'],['川'],6,6,7,7
1773,['Shanganning'],"['塔', '里', '木']",8,8,13,15
1774,['two'],['两'],6,6,10,10
1774,"['nearly', '300', 'kilometers']","['近', '三', '百', '公']",9,11,14,17
1774,"['16', 'kilowatts']","['一', '万', '六', '千', '瓦']",25,26,29,33
1776,"['the', 'West', 'Africa', 'Economic', 'and', 'Currency', 'Union']",['盟'],11,17,13,13
1776,"['January', '1994']",['月'],43,44,43,43
1776,"['50', '%']","['百', '分', '之', '五', '十']",39,40,46,50
1780,['American'],['美'],15,15,10,10
1780,"['Sino', '-', 'American']","['中', '美']",20,22,18,19
1781,['American'],['美'],18,18,12,12
1781,['Chinese'],['中'],11,11,8,8
1781,"['Sino', '-', 'American']","['中', '美']",21,23,16,17
1781,"['Yongtu', 'Long']",['龙'],5,6,0,0
1782,['US'],['美'],28,28,45,45
1782,['Chinese'],['中'],1,1,0,0
1783,['two'],['两'],34,34,37,37
1783,['Chinese'],['中'],6,6,3,3
1783,['American'],['美'],11,11,8,8
1783,['Chinese'],['华'],20,20,13,13
1783,"['Sino', '-', 'American']","['中', '美']",50,52,46,47
1784,"['San', 'Francisco']","['旧', '金', '山']",4,5,10,12
1784,"['the', 'afternoon', 'of', 'the', '20th']",['日'],7,11,5,5
1786,"['the', 'Minsheng', 'Bank', 'of', 'China']","['国', '民', '生', '银', '行']",4,8,4,8
1786,"['the', 'two', 'years']","['两', '年']",12,14,20,21
1786,"['the', 'Minsheng', 'Bank', 'of', 'China']","['国', '民', '生', '银', '行']",19,23,13,17
1788,"['the', 'Minsheng', 'Bank', 'of', 'China']","['，', '中']",3,7,2,3
1788,"['two', 'years']","['两', '年']",29,30,37,38
1788,['170'],['十'],14,14,16,16
1790,['Taiwanese'],"['台', '商']",8,8,24,25
1790,['1997'],['。'],19,19,36,36
1790,['Tianjin'],"['在', '津']",13,13,19,20
1791,"['6.7', 'billion', 'yuan', 'RMB']","['六', '十', '七', '亿', '元']",26,29,27,31
1791,"['150', 'million', 'US', 'dollars']","['五', '亿', '美', '元']",42,45,52,55
1791,"['200', 'million', 'yuan', 'RMB']","['亿', '元', '人', '民', '币']",35,38,41,45
1791,['Taiwanese'],"['台', '资']",5,5,12,13
1791,"['last', 'year']","['去', '年']",12,13,0,1
1791,['420'],['四'],4,4,6,6
1791,"['the', 'period', 'from', 'January', 'to', 'November']","['，', '一', '至', '十']",16,21,16,19
1792,"['25', 'billion', 'US', 'dollars']","['十', '万', '美', '元']",15,18,22,25
1792,['Tianjin'],"['天', '津']",11,11,3,4
1792,['Taiwanese'],"['台', '资']",6,6,8,9
1793,['Tianjin'],"['天', '津']",21,21,21,22
1793,"['Tianjin', 'City']","['天', '津', '市']",5,6,3,5
1793,"['last', 'year']","['去', '年']",3,4,6,7
1793,['Taiwanese'],"['台', '商']",18,18,18,19
1794,['Tianjin'],"['天', '津']",6,6,7,8
1794,['Taiwanese'],"['台', '商']",8,8,10,11
1796,['China'],['中'],17,17,17,17
1796,"['the', 'National', 'Foreign', 'Exchange', 'Management', 'Bureau']",['局'],36,41,37,37
1796,"['the', 'Foreign', 'Exchange', 'Management', 'Department']",['门'],45,49,53,53
1797,['China'],['中'],58,58,61,61
1798,"['the', 'National', 'Foreign', 'Exchange', 'Management', 'Department']",['部'],4,9,9,9
1798,['Guangdong'],['广'],31,31,29,29
1798,['1995'],['，'],18,18,25,25
1802,['Shanghai'],['海'],9,9,7,7
1802,['Guangdong'],['广'],7,7,3,3
1803,['China'],['国'],7,7,6,6
1803,['one'],['一'],18,18,30,30
1803,"['the', 'end', 'of', 'last', 'year']",['年'],1,5,1,1
1803,['1998'],['年'],25,25,21,21
1805,"['80', 'billion', 'yuan']","['八', '百', '亿', '元']",32,34,38,41
1805,['Beijing'],['北'],20,20,4,4
1807,['Chongqing'],"['重', '庆']",19,19,13,14
1807,['Tianjin'],"['天', '津']",17,17,10,11
1807,['Shanghai'],['津'],15,15,11,11
1807,['Beijing'],['京'],13,13,5,5
1807,['Guangzhou'],['庆'],21,21,14,14
1807,['5'],['五'],40,40,40,40
1807,['5'],['五'],9,9,18,18
1808,['Shanghai'],['海'],1,1,1,1
1808,"['62.4', '%']","['四', '的']",3,4,9,10
1810,['one'],['一'],2,2,4,4
1811,['China'],['中'],4,4,4,4
1811,"['about', '66', 'million', 'square', 'meters']","['万', '平', '方', '米']",7,11,15,18
1816,"['nearly', '1', 'billion', 'HK', 'dollars']","['近', '十', '亿', '港', '元']",28,32,28,32
1816,"['Hong', 'Kong']","['香', '港']",9,10,11,12
1816,['Shenzhen'],"['深', '圳']",3,3,2,3
1817,"['Hong', 'Kong']",['港'],25,26,28,28
1817,['Shenzhen'],"['深', '港']",23,23,27,28
1817,"['the', 'eve', 'of', 'returning']","['在', '回']",9,12,12,13
1818,['two'],['两'],7,7,11,11
1818,['Shenzhen'],"['深', '圳']",8,8,13,14
1818,['Shenzhen'],"['深', '圳']",27,27,18,19
1818,"['Hong', 'Kong']",['港'],32,33,24,24
1819,['Shenzhen'],"['深', '圳']",12,12,6,7
1819,"['the', 'past', '17', 'years']",['年'],1,4,3,3
1819,"['95', 'billion', 'yuan']","['十', '亿', '元']",32,34,41,43
1819,['1996'],['。'],36,36,44,44
1819,"['more', 'than', '30', '%']","['九', '百', '五', '十', '亿']",25,28,38,42
1821,['Shenzhen'],"['深', '圳']",9,9,10,11
1821,"['12', 'billion', 'yuan']","['十', '亿', '元']",13,15,27,29
1821,"['Hong', 'Kong']",['港'],6,7,4,4
1821,['2010'],['。'],26,26,40,40
1822,['Shenzhen'],"['深', '圳']",4,4,3,4
1822,"['Hong', 'Kong']","['香', '港']",16,17,17,18
1822,['Chinese'],['中'],11,11,20,20
1822,"['the', 'Shenzhen', 'Stock', 'Exchange']","['在', '深', '交', '所']",22,25,25,28
1824,['Kehenen'],"['柯', '赫', '男']",11,11,14,16
1824,"['Siemens', '-LRB-', 'China', '-RRB-', 'Company', ',', 'Ltd.']",['司'],3,9,11,11
1825,['Chinese'],['中'],4,4,6,6
1825,['Siemens'],['子'],10,10,18,18
1825,"['65', '%']","['五', '的', '份']",14,15,27,29
1827,"['29.18', 'billion', 'US', 'dollars']","['八', '亿', '美', '元']",13,16,23,26
1827,"['30.88', 'billion', 'US', 'dollars']","['八', '亿', '美', '元']",5,8,10,13
1828,"['1.7', 'billion', 'US', 'dollars']","['十', '七', '亿', '美', '元']",6,9,6,10
1828,['Japan'],['日'],4,4,1,1
1829,['Japan'],['日'],8,8,7,7
1831,['Guangxi'],"['广', '西']",23,23,19,20
1832,['second'],['二'],1,1,4,4
1832,"['52', 'million', 'US', 'dollars']","['百', '万', '美', '元']",23,26,37,40
1832,"['the', 'Asian', 'Development', 'Bank']","['亚', '洲', '开', '发', '银']",28,31,26,30
1832,"['Fangchenggang', 'City']","['防', '城', '港', '市']",5,6,0,3
1832,"['Qinzhou', 'City']","['钦', '州', '市']",12,13,10,12
1832,"['Fangchenggang', 'City']","['防', '城', '港', '市']",15,16,14,17
1832,"['the', 'second', 'half', 'of', 'this', 'year']","['年', '下', '半', '年']",45,50,49,52
1835,['second'],['二'],32,32,38,38
1835,['US'],['美'],28,28,32,32
1835,"['about', '16', 'billion', 'US', 'dollars']","['十', '多', '亿', '美', '元']",20,24,24,28
1835,"['more', 'than', '10,000']","['超', '过', '一', '万']",4,6,10,13
1836,"['1.2', 'billion', 'US', 'dollars']","['二', '亿', '美', '元']",20,23,36,39
1836,"['the', 'Motorola', 'Company']",['司'],3,5,5,5
1836,"['120', 'million', 'US', 'dollars']","['二', '亿', '美', '元']",7,10,18,21
1836,['Tianjin'],"['天', '津']",12,12,12,13
1836,['1995'],['年'],25,25,28,28
1836,['1992'],['年'],1,1,10,10
1840,"['the', 'past', 'two', 'to', 'three', 'decades']","['近', '二', '三', '十', '年']",1,6,0,4
1841,"['Hong', 'Kong']","['香', '港']",12,13,16,17
1841,['US'],['美'],22,22,23,23
1842,['China'],['中'],17,17,28,28
1845,['one'],['，'],5,5,2,2
1847,['Shanghai'],['海'],9,9,3,3
1847,"['to', 'date']","['迄', '今']",11,12,6,7
1848,['two'],['两'],4,4,8,8
1848,['3'],['三'],13,13,22,22
1848,"['40', 'ton']","['四', '十', '吨']",7,8,10,12
1849,"['8', 'years']","['八', '年']",24,25,27,28
1849,['Brazilian'],['巴'],1,1,0,0
1849,"['15', '%']","['十', '五']",8,9,10,11
1849,"['85', '%']","['百', '分']",16,17,18,19
1852,['Canada'],['拿'],4,4,5,5
1852,['GreenKel'],"['格', '林', '柯', '尔']",6,6,8,11
1853,"['200', 'million', 'US', 'dollars']","['二', '亿', '美', '元']",26,29,29,32
1853,"['10,000', 'tons']","['一', '万', '吨']",12,13,14,16
1853,['Asia'],['亚'],55,55,37,37
1855,['two'],['两'],26,26,37,37
1855,['two'],['两'],37,37,48,48
1855,['Masa'],['萨'],5,5,7,7
1855,"['Xuding', 'Bao']","['叙', '定', '部', '长']",1,2,1,4
1856,"['the', 'Bank', 'of', 'China']","['，', '中']",2,5,2,3
1856,['Argentina'],['廷'],7,7,10,10
1856,"['20', 'million', 'US', 'dollars']","['万', '美', '元']",11,14,18,20
1858,['China'],['国'],3,3,7,7
1858,"['recent', 'years']","['近', '年']",10,11,3,4
1859,['China'],['国'],4,4,5,5
1859,['158'],['有'],7,7,7,7
1859,['132'],['二'],16,16,31,31
1859,['528'],['家'],39,39,57,57
1860,['Beijing'],['北'],15,15,14,14
1860,"['March', '21st', 'of', 'this', 'year']","['月', '二', '十', '一', '日']",1,5,3,7
1861,['Shanghai'],['海'],9,9,8,8
1863,"['nearly', '5', 'years']","['近', '五', '年']",1,3,1,3
1863,['China'],['中'],19,19,11,11
1864,"['7', 'square', 'kilometers']","['七', '平', '方', '公', '里']",11,13,8,12
1864,"['3.8', 'square', 'kilometers']","['八', '平', '方', '公', '里']",19,21,21,25
1864,"['1.2', 'billion', 'RMB']","['二', '亿', '多', '元']",31,33,36,39
1866,"['the', 'World', 'Trade', 'Organization', 'Shanghai', 'Research', 'Center']",['心'],9,15,23,23
1866,"['2', '-', 'day']","['两', '天']",1,3,4,5
1866,"['Shanghai', 'External', 'Services', 'Company', ',', 'Ltd']","['海', '研', '究', '中', '心']",17,22,19,23
1867,"['about', '200']","['约', '二', '百']",32,33,27,29
1867,['Chinese'],['中'],3,3,3,3
1867,"['External', 'Economy', 'and', 'Trade', 'Committees']","['经', '贸', '委', '、']",7,11,9,12
1869,"['20', 'million', 'US', 'dollars']","['二', '千', '万', '美', '元']",51,54,60,64
1869,"['the', 'Zhongyi', 'International', 'Bidding', 'Company']",['司'],4,8,7,7
1869,"['220,000']","['二', '十', '二', '万']",35,35,41,44
1869,"['the', 'China', 'Electrical', 'Import', 'and', 'Export', 'Affiliation', 'Company']",['司'],17,24,29,29
1869,"['the', 'Railway', 'Ministry']",['部'],27,29,35,35
1870,['China'],['中'],19,19,21,21
1870,"['Hong', 'Kong']","['港', '澳']",23,24,14,15
1870,['Macao'],"['港', '澳']",26,26,14,15
1871,['China'],['国'],11,11,5,5
1871,"['recent', 'years']","['近', '年']",1,2,0,1
1872,"['Shanghai', 'Bell']","['海', '贝', '尔']",17,18,33,35
1872,"['the', 'China', 'Electrical', 'Import', 'and', 'Export', 'Affiliation', 'Company']",['司'],22,29,28,28
1873,"['this', 'year']","['今', '年']",10,11,6,7
1875,['Chinese'],['中'],33,33,29,29
1875,"['nearly', '10,000']","['近', '万']",41,42,68,69
1875,"['the', 'China', 'Economic', 'and', 'Trade', 'Co-operation', 'Information', 'Network', 'Center']",['心'],9,17,14,14
1876,"['the', 'Network', 'Center']","['，', '网', '络', '中', '心']",12,14,18,22
1876,"['Spring', 'and', 'Autumn', 'China', 'Export', 'Commodity', 'Trading', 'Fair']","['春', '秋', '两', '届']",3,10,3,6
1876,"['the', 'Guangzhou', 'Fair']",['会'],35,37,44,44
1879,['third'],['三'],23,23,56,56
1879,['Shanghai'],['海'],6,6,15,15
1879,['Pudong'],"['浦', '东']",37,37,52,53
1879,['Pudong'],"['浦', '东']",15,15,20,21
1879,['HSBC'],"['汇', '丰', '银', '行']",2,2,7,10
1879,"['the', 'China', 'Shipping', 'Mansion']",['厦'],9,12,36,36
1879,['Lujiazui'],"['陆', '家', '嘴']",16,16,22,24
1880,['8'],['八'],5,5,6,6
1880,['Pudong'],"['浦', '东']",11,11,17,18
1881,['Pudong'],"['浦', '东']",39,39,53,54
1881,"['Lujiazui', 'Financial', 'Trade', 'District']","['金', '融', '贸', '易', '区']",9,12,5,9
1881,['40'],['四'],25,25,35,35
1881,['Pudong'],"['浦', '东']",8,8,0,1
1882,['Lujiazui'],"['陆', '家', '嘴']",4,4,9,11
1883,['Asian'],['亚'],7,7,6,6
1883,"['2700', 'US', 'dollars']","['百', '美']",33,35,39,40
1883,"['the', 'Shanghai', 'Securities', 'Building']",['厦'],20,23,48,48
1883,['Pudong'],"['浦', '东']",12,12,15,16
1884,"['the', 'Templeton', 'Company']",['司'],2,4,6,6
1884,"['the', 'Securities', 'Building']",['厦'],22,24,19,19
1884,['18th'],['八'],19,19,23,23
1885,['Shanghai'],['海'],42,42,41,41
1885,['Waitan'],"['外', '滩']",38,38,26,27
1885,['one'],['一'],19,19,3,3
1887,['China'],['中'],20,20,21,21
1887,"['the', 'next', '10', 'plus', 'years']","['的', '十', '余', '年']",36,40,26,29
1887,"['10', '%']","['百', '分']",33,34,40,41
1887,"['8', '%']","['百', '分']",30,31,35,36
1889,['1996'],['年'],4,4,7,7
1890,['European'],['欧'],6,6,6,6
1891,['European'],['欧'],24,24,27,27
1894,"['recent', 'years']","['近', '些', '年']",4,5,3,5
1898,['Chinese'],['中'],4,4,3,3
1898,"['Hong', 'Kong', ',', 'China']","['香', '港']",11,14,19,20
1898,"['the', 'Temporary', 'Committee', 'of', 'the', 'International', 'Monetary', 'Fund', 'Organization']",['织'],32,40,30,30
1898,"['September', 'of', 'this', 'year']",['年'],17,20,13,13
1898,['1997'],['国'],28,28,23,23
1900,['China'],['中'],15,15,10,10
1900,['first'],['一'],3,3,16,16
1900,"['the', 'Holland', 'Trade', 'Promotion', 'Association']",['会'],7,11,8,8
1901,['Holland'],['荷'],18,18,15,15
1901,['Holland'],['荷'],49,49,57,57
1901,['Holland'],['荷'],33,33,39,39
1901,['Hubei'],"['湖', '北']",27,27,27,28
1902,['Holland'],['兰'],23,23,25,25
1902,['Holland'],['荷'],6,6,2,2
1902,['Hubei'],"['湖', '北']",10,10,13,14
1903,"['the', 'Dutch', 'Bank']","['兰', '银']",7,9,1,2
1903,"['the', 'Wuhan', 'Office']",['处'],3,5,8,8
1906,['Macau'],['澳'],11,11,3,3
1907,['Macau'],['澳'],41,41,13,13
1908,['Chinese'],['中'],6,6,3,3
1908,"['70', '%']","['七', '十']",25,26,32,33
1908,"['50', '%']","['五', '十']",22,23,29,30
1908,"['70', '%']","['百', '分']",44,45,51,52
1908,"['50', '%']","['五', '十']",15,16,18,19
1908,"['30', '%']","['百', '分']",34,35,40,41
1910,['Guangzhou'],['州'],19,19,13,13
1910,"['the', 'first', 'quarter', 'of', 'this', 'year']",['年'],5,10,6,6
1910,['7646'],['六'],22,22,31,31
1911,"['the', 'same', 'period', 'of', 'the', 'previous', 'year']",['年'],29,35,37,37
1911,"['10', '%', 'to', '20', '%']","['一', '成', '至', '两', '成']",20,24,42,46
1911,"['97,963']","['九', '万']",2,2,4,5
1911,"['more', 'than', '3.08', 'billion', 'yuan']","['多', '万', '元']",13,17,29,31
1912,['5836'],['六'],7,7,17,17
1913,"['the', 'end', 'of', 'last', 'year']",['年'],15,19,19,19
1913,"['9.33', '%', 'and', '11.22', '%']","['九', '点']",9,13,27,28
1913,"['76,724']","['七', '万']",2,2,4,5
1915,"['the', 'first', 'quarter', 'of', 'this', 'year']",['年'],1,6,1,1
1915,['Guangzhou'],['州'],17,17,8,8
1915,"['the', 'same', 'period', 'of', 'the', 'previous', 'year']",['年'],28,34,28,28
1915,['534'],['四'],20,20,23,23
1918,"['about', '10,000']","['约', '１', '万']",37,38,45,47
1918,['five'],['５'],7,7,15,15
1918,"['the', 'Caribbean', 'Union']","['加', '勒', '比', '共']",10,12,9,12
1918,['266'],['１'],23,23,46,46
1918,['Haiti'],['海'],26,26,26,26
1918,"['the', '30th']",['日'],17,18,21,21
1919,"['United', 'Nations']","['联', '合', '国']",6,7,5,7
1919,['Haitian'],"['海', '地']",27,27,42,43
1919,['UN'],['国'],22,22,39,39
1919,['Haiti'],['府'],40,40,47,47
